,Price,Returns,Log_Returns,Volatility,Momentum,Rolling_Corr
2016-01-18,0.0028548653327593043,0.000377776862997092,9.463829371229512e-05,0.021542395240169925,0.01448542736517458,0.025890165573427132
2016-01-19,0.0028703310606940924,0.00037779307385515763,9.502307089885587e-05,0.021523817002154506,0.014558973531913738,0.0258763097223303
2016-01-20,0.0028855325631854667,0.00037780908617180385,9.540127528057975e-05,0.02150555985491412,0.014631271221060421,0.025862741132220438
2016-01-21,0.002900474026879818,0.0003778248933032514,9.577301088465814e-05,0.02148761825016644,0.014702339212496723,0.025849448941811314
2016-01-22,0.002915159612977336,0.00037784048996390533,9.613838112199416e-05,0.02146998673535462,0.014772196306872654,0.025836423205187815
2016-01-23,0.0029295934518824285,0.00037785587204945854,9.649748865203991e-05,0.021452659952013724,0.014840861282628182,0.02582365478618831
2016-01-24,0.0029437796386602155,0.0003778710364819599,9.685043526793356e-05,0.02143563263416282,0.014908352859017704,0.02581113526569405
2016-01-25,0.0029577222291992944,0.00037788598107416603,9.719732179942243e-05,0.02141889960672263,0.014974689664383534,0.025798856860234885
2016-01-26,0.002971425236988595,0.000377900704410801,9.753824803128246e-05,0.02140245578395848,0.015039890209019635,0.02578681235051694
2016-01-27,0.002984892630431474,0.0003779152057445997,9.787331263526669e-05,0.02138629616794851,0.015103972862046622,0.025774995018650083
2016-01-28,0.002998128330629235,0.00037792948490537187,9.820261311388814e-05,0.02137041584707673,0.015166955831792395,0.02576339859300336
2016-01-29,0.003011136209570553,0.00037794354222036794,9.852624575442705e-05,0.02135480999455087,0.01522885714923422,0.025752017199749525
2016-01-30,0.0030239200886787165,0.0003779573784446974,9.884430559196043e-05,0.02133947386694462,0.015289694654113062,0.02574084532027469
2016-01-31,0.0030364837376658516,0.00037797099470038807,9.915688638013898e-05,0.021324402802764056,0.015349485983379596,0.025729877753731794
2016-02-01,0.003048830873659092,0.0003779843924232116,9.946408056880733e-05,0.021309592221037957,0.015408248561674637,0.02571910958410458
2016-02-02,0.0030609651605564003,0.00037799757331610784,9.976597928742191e-05,0.02129503761993166,0.015465999593579527,0.02570853615122768
2016-02-03,0.0030728902085879473,0.0003780105393085247,0.0001000626723336364,0.02128073457538423,0.015522756057411574,0.025698153025276414
2016-02-04,0.003084609574052183,0.0003780232925209605,0.00010035424816633685,0.021266678739768514,0.015578534700361385,0.025687955984299838
2016-02-05,0.0030961267592022335,0.00037803583523396064,0.00010064079390242897,0.021252865840573894,0.015633352034795822,0.025677940994423415
2016-02-06,0.003107445212264498,0.0003780481698610165,0.00010092239531695087,0.021239291679111285,0.015687224335574873,0.02566810419239359
2016-02-07,0.0031185683275704312,0.0003780602989251064,0.00010119913684609842,0.021225952129240114,0.015740167638247787,0.025658441870177025
2016-02-08,0.003129499445782502,0.0003780722250380248,0.00010147110159256824,0.02121284313611698,0.015792197738007135,0.025648950461362695
2016-02-09,0.003140241854207443,0.0003780839508826118,0.00010173837133315225,0.0211999607149656,0.015843330189303506,0.025639626529145892
2016-02-10,0.0031507987871750853,0.00037809547919711445,0.00010200102652794911,0.02118730094986771,0.015893580306024307,0.025630466755700798
2016-02-11,0.003161173426481062,0.00037810681276168566,0.00010225914633121662,0.021174859992574704,0.015942963162162815,0.02562146793277184
2016-02-12,0.003171368901880134,0.00037811795438667285,0.00010251280860350265,0.021162634061339503,0.015991493592905193,0.02561262695333473
2016-02-13,0.0031813882916199854,0.00037812890690242483,0.00010276208992478914,0.02115061943976851,0.016039186196076943,0.025603940804197346
2016-02-14,0.003191234623012601,0.00037813967315046375,0.00010300706560859192,0.0211388124756932,0.016086055333893984,0.02559540655942543
2016-02-15,0.003200910873035312,0.00037815025597590264,0.00010324780971681345,0.02112720958006107,0.016132115134975644,0.02558702137449318
2016-02-16,0.0032104199689545754,0.0003781606582208812,0.00010348439507519742,0.021115807225845665,0.016177379496575273,0.025578782481070733
2016-02-17,0.003219764788970597,0.00037817088271889857,0.00010371689328924835,0.021104601946975304,0.016221862086995387,0.0255706871823712
2016-02-18,0.0032289481628762773,0.00037818093228994716,0.00010394537476057786,0.021093590337280217,0.01626557634815759,0.025562732848990008
2016-02-19,0.003237972872729783,0.00037819080973643983,0.00010416990870360833,0.021082769049457845,0.01630853549829897,0.025554916915176897
2016-02-20,0.003246841653533561,0.0003782005178396067,0.00010439056316237198,0.021072134794055904,0.016350752534770474,0.02554723687548864
2016-02-21,0.0032555571939205386,0.00037821005935649923,0.0001046074050275441,0.02106168433847294,0.016392240236920458,0.02553969028177707
2016-02-22,0.0032641221368451823,0.0003782194370174803,0.0001048205000536203,0.021051414505976203,0.016433011169043804,0.025532274740472156
2016-02-23,0.003272539080275527,0.0003782286535241354,0.00010502991287609023,0.02104132217473632,0.016473077683379744,0.02552498791012503
2016-02-24,0.00328081057788307,0.00037823771154738874,0.00010523570702855242,0.021031404276878687,0.016512451923146487,0.025517827499180426
2016-02-25,0.003288939139736491,0.00037824661372617627,0.0001054379449599678,0.0210216577975512,0.01655114582560399,0.025510791263951296
2016-02-26,0.0032969272329870236,0.0003782553626661758,0.00010563668805169124,0.021012079774008083,0.01658917112512795,0.02550387700677191
2016-02-27,0.003304777282553767,0.00037826396093887556,0.0001058319966344718,0.02100266729470946,0.016626539356292658,0.02549708257430866
2016-02-28,0.0033124916718025588,0.00037827241108080896,0.00010602393000536461,0.020993417498436542,0.01666326185695316,0.02549040585601057
2016-02-29,0.003320072743221353,0.00037828071559307085,0.00010621254644448824,0.020984327573422043,0.01669934977131876,0.025483844782682993
2016-03-01,0.00332752279908477,0.0003782888769407345,0.00010639790323155665,0.0209753947564956,0.01673481405301369,0.02547739732517089
2016-03-02,0.003334844102119483,0.0003782968975527632,0.0001065800566624163,0.020966616332243962,0.016769665468122863,0.025471061493139036
2016-03-03,0.0033420388761536968,0.0003783047798217032,0.00010675906206521896,0.020957989632185692,0.016803914598210817,0.025464835333938573
2016-03-04,0.0033491093067664346,0.00037831252610369404,0.00010693497381652518,0.020949512033960085,0.016837571843320576,0.02545871693155005
2016-03-05,0.003356057541923474,0.0003783201387184427,0.00010710784535714231,0.02094118096053011,0.01687064742494132,0.02545270440559497
2016-03-06,0.003362885692609008,0.00037832761994935696,0.00010727772920783238,0.020932993879399127,0.016903151388947074,0.025446795910408132
2016-03-07,0.003369595833446676,0.0003783349720437104,0.00010744467698475986,0.02092494830184113,0.016935093608502094,0.02544098963416456
2016-03-08,0.0033761900033119074,0.00037834219721281405,0.00010760873941470864,0.02091704178214428,0.016966483786932135,0.025435283798055146
2016-03-09,0.0033826702059370495,0.0003783492976323199,0.00010776996635013768,0.02090927191686748,0.016997331460560622,0.025429676655506144
2016-03-10,0.003389038410506612,0.0003783562754425037,0.00010792840678400077,0.02090163634410986,0.017027646001508023,0.0254241664914381
2016-03-11,0.0033952965522448253,0.0003783631327486294,0.0001080841088643373,0.020894132742792816,0.01705743662045281,0.025418751621560154
2016-03-12,0.0034014465329912924,0.00037836987162125947,0.0001082371199086097,0.020886758831954493,0.01708671236935444,0.025413430391696523
2016-03-13,0.0034074902217722525,0.0003783764940966834,0.00010838748641790047,0.020879512370056443,0.017115482144138744,0.025408201177142167
2016-03-14,0.003413429455360023,0.0003783830021773203,0.00010853525409083332,0.020872391154302266,0.01714375468734272,0.02540306238204466
2016-03-15,0.003419266038823837,0.00037838939783213683,0.00010868046783729657,0.020865393019968016,0.017171538590720042,0.025398012438810406
2016-03-16,0.0034250017460729087,0.0003783956829970757,0.0001088231717919115,0.020858515839744195,0.017198842297808214,0.025393049807532642
2016-03-17,0.0034306383203900337,0.0003784018595755084,0.00010896340932733256,0.020851757523089105,0.017225674106455313,0.02538817297543979
2016-03-18,0.0034361774749568363,0.0003784079294386778,0.00010910122306731669,0.020845116015593374,0.017252042171307352,0.025383380456362292
2016-03-19,0.0034416208933709114,0.00037841389442619736,0.00010923665489958115,0.020838589298355473,0.017277954506257326,0.025378670790216593
2016-03-20,0.003446970230152696,0.00037841975634644864,0.00010936974598840452,0.020832175387367997,0.01730341898685353,0.025374042542505013
2016-03-21,0.003452227111246764,0.00037842551697709476,0.00010950053678711325,0.020825872332914608,0.017328443352671336,0.025369494303830314
2016-03-22,0.0034573931345128206,0.00037843117806555214,0.00010962906705030105,0.020819678218977334,0.01735303520964493,0.02536502468942397
2016-03-23,0.0034624698702080126,0.00037843674132942255,0.0001097553758457985,0.02081359116265416,0.017377202032360678,0.025360632338687322
2016-03-24,0.003467458861462741,0.000378442208456951,0.00010987950156653853,0.020807609313586665,0.017400951166314266,0.025356315914744697
2016-03-25,0.003472361624749176,0.00037844758110755147,0.00011000148194220509,0.02080173085339754,0.017424289830130335,0.025352074104007867
2016-03-26,0.0034771796503382246,0.00037845286091222827,0.00011012135405060776,0.020795953995137853,0.0174472251177428,0.02534790561575126
2016-03-27,0.003481914402752251,0.0003784580494739804,0.00011023915432891232,0.020790276982743845,0.01746976400054165,0.02534380918169711
2016-03-28,0.0034865673212100545,0.00037846314836837737,0.00011035491858476555,0.02078469809050312,0.017491913329484216,0.025339783555610357
2016-03-29,0.0034911398200613286,0.0003784681591439028,0.00011046868200705745,0.02077921562253008,0.017513679837167007,0.025335827512902583
2016-03-30,0.003495633289216732,0.00037847308332243645,0.00011058047917664182,0.020773827912250378,0.017535070139866715,0.02533193985024463
2016-03-31,0.003500049094569385,0.000378477922399709,0.00011069034407682268,0.02076853332189433,0.017556090739545505,0.02532811938518767
2016-04-01,0.0035043885784095397,0.00037848267784571475,0.00011079831010367067,0.020763330241999074,0.017576748025820904,0.02532436495579212
2016-04-02,0.0035086530598315013,0.0003784873511051643,0.00011090441007614166,0.020758217090919313,0.01759704827790401,0.02532067542026425
2016-04-03,0.00351284383513345,0.00037849194359785773,0.00011100867624603064,0.020753192314346514,0.017616997666503265,0.025317049656600216
2016-04-04,0.003516962178213373,0.0003784964567191632,0.00011111114030779717,0.02074825438483645,0.017636602255697714,0.025313486562237177
2016-04-05,0.003521009340952952,0.0003785008918404144,0.00011121183340817575,0.02074340180134487,0.017655868004776032,0.025309985053711258
2016-04-06,0.0035249865535992575,0.0003785052503092745,0.00011131078615560057,0.020738633088771205,0.017674800770045518,0.025306544066322267
2016-04-07,0.0035288950251387285,0.00037850953345019804,0.00011140802862955566,0.02073394679751017,0.017693406306610537,0.02530316255380474
2016-04-08,0.0035327359436632677,0.0003785137425647879,0.00011150359038968397,0.020729341503011128,0.0177116902701189,0.02529983948800528
2016-04-09,0.0035365104767321465,0.0003785178789322014,0.00011159750048476275,0.020724815805345027,0.017729658218479105,0.025296573858565957
2016-04-10,0.0035402197717254447,0.0003785219438094973,0.00011168978746151081,0.02072036832877885,0.017747315613548836,0.02529336467261371
2016-04-11,0.003543864956194298,0.00037852593843206404,0.00011178047937331591,0.020715997721357432,0.01776466782279368,0.025290210954455314
2016-04-12,0.003547447138202514,0.00037852986401398434,0.00011186960378872096,0.02071170265449247,0.017781720120916972,0.025287111745278187
2016-04-13,0.003550967406662442,0.0003785337217483281,0.0001119571877997768,0.020707481822558684,0.0177984776914622,0.02528406610285645
2016-04-14,0.003554426831668178,0.0003785375128076262,0.00011204325803034106,0.020703333942496908,0.017814945628388257,0.02528107310126241
2016-04-15,0.003557826464817837,0.0003785412383441201,0.00011212784064409433,0.020699257753424054,0.017831128937616098,0.025278131830583327
2016-04-16,0.0035611673395355703,0.00037854489949016787,0.00011221096135254592,0.020695252016249853,0.0178470325385508,0.02527524139664317
2016-04-17,0.0035644504713846503,0.000378548497358586,0.00011229264542283492,0.02069131551330017,0.01786266126557584,0.02527240092072941
2016-04-18,0.003567676858375446,0.00037855203304295107,0.00011237291768538028,0.020687447047946884,0.017878019869521228,0.025269609539324646
2016-04-19,0.0035708474812698177,0.0003785555076179503,0.00011245180254145642,0.020683645444244093,0.017893113019108675,0.025266866403843027
2016-04-20,0.00357396330387863,0.0003785589221397146,0.00011252932397061086,0.020679909546570674,0.017907945302369443,0.025264170680371394
2016-04-21,0.0035770252733551555,0.0003785622776461377,0.00011260550553794484,0.020676238219278994,0.01792252122803864,0.02526152154941491
2016-04-22,0.0035800343204819007,0.0003785655751571623,0.00011268037040125349,0.020672630346349676,0.01793684522692557,0.025258918205647234
2016-04-23,0.003582991359954546,0.000378568815675117,0.0001127539413180896,0.02066908483105237,0.017950921653260288,0.025256359857665035
2016-04-24,0.0035858972906596953,0.0003785720001850106,0.00011282624065268691,0.020665600595612343,0.01796475478601725,0.025253845727746943
2016-04-25,0.0035887529959482134,0.0003785751296548536,0.00011289729038274632,0.020662176580882884,0.01797834883021568,0.025251375051616592
2016-04-26,0.003591559343902817,0.0003785782050358989,0.00011296711210610592,0.02065881174602332,0.017991707918196875,0.02524894707820982
2016-04-27,0.003594317187603391,0.00037858122726297863,0.0001130357270473191,0.020655505068182613,0.018004836110881606,0.025246561069446095
2016-04-28,0.003597027365384864,0.00037858419725477453,0.00011310315606409896,0.020652255542188462,0.018017737399003086,0.02524421630000373
2016-04-29,0.0035996907010930057,0.00037858711591406795,0.00011316941965365881,0.02064906218024171,0.018030415704320235,0.02524191205709911
2016-04-30,0.0036023080043350586,0.00037858998412808494,0.00011323453795897102,0.0206459240116161,0.018042874880811216,0.025239647640269813
2016-05-01,0.00360488007072432,0.00037859280276868364,0.00011329853077483507,0.020642840082363185,0.018055118715842144,0.025237422361161416
2016-05-02,0.0036074076821233925,0.00037859557269265265,0.00011336141755392999,0.020639809455022314,0.018067150931320608,0.02523523554331808
2016-05-03,0.0036098916068817988,0.00037859829474200593,0.00011342321741273503,0.020636831208335725,0.01807897518482615,0.02523308652197674
2016-05-04,0.0036123326000684075,0.0003786009697441736,0.0001134839491373045,0.02063390443696843,0.01809059507072122,0.025230974643864812
2016-05-05,0.003614731403702054,0.00037860359851228653,0.00011354363118900798,0.02063102825123305,0.018102014121245208,0.025228899267001642
2016-05-06,0.003617088746977304,0.0003786061818454624,0.00011360228171015431,0.020628201776819358,0.01811323580758753,0.025226859760503068
2016-05-07,0.0036194053464843334,0.0003786087205289602,0.00011365991852945248,0.020625424154528484,0.01812426354094182,0.025224855504389618
2016-05-08,0.003621681906429003,0.00037861121533448727,0.00011371655916748297,0.02062269454001177,0.018135100673544735,0.025222885889397993
2016-05-09,0.0036239191188457143,0.00037861366702043354,0.00011377222084202332,0.020620012103514065,0.018145750499693608,0.025220950316795696
2016-05-10,0.003626117663807521,0.00037861607633204314,0.00011382692047322458,0.020617376029621534,0.018156216256747737,0.02521904819819902
2016-05-11,0.0036282782096335453,0.00037861844400170937,0.00011388067468882934,0.020614785517013744,0.01816650112611312,0.025217178955394104
2016-05-12,0.0036304014130916495,0.0003786207707491551,0.00011393349982916079,0.020612239778220107,0.018176608234209274,0.025215342020161166
2016-05-13,0.0036324879195984983,0.00037862305728165666,0.00011398541195213954,0.020609738039380487,0.018186540653419236,0.025213536834101637
2016-05-14,0.0036345383634158734,0.00037862530429429685,0.00011403642683814781,0.020607279540009966,0.01819630140302425,0.025211762848468468
2016-05-15,0.0036365533678421325,0.0003786275124701092,0.0001140865599948103,0.02060486353276768,0.018205893450120525,0.025210019523999223
2016-05-16,0.003638533545404027,0.00037862968248034666,0.00011413582666173344,0.02060248928322961,0.0182153197105224,0.02520830633075213
2016-05-17,0.0036404794980404442,0.0003786318149846483,0.00011418424181512156,0.020600156069665372,0.018224583049647858,0.025206622747945044
2016-05-18,0.003642391817287094,0.0003786339106312663,0.00011423182017233913,0.020597863182818785,0.018233686283389533,0.025204968263796937
2016-05-19,0.0036442710844552806,0.00037863597005721554,0.00011427857619635516,0.020595609925692288,0.018242632178970958,0.025203342375372497
2016-05-20,0.003646117870809623,0.00037863799388854376,0.00011432452410019972,0.02059339561333507,0.01825142345578784,0.025201744588429116
2016-05-21,0.0036479327377408055,0.00037863998274045504,0.00011436967785122439,0.020591219572634843,0.01826006278623421,0.025200174417266664
2016-05-22,0.0036497162369364677,0.00037864193721751614,0.00011441405117538009,0.020589081142113237,0.01826855279651543,0.025198631384579832
2016-05-23,0.00365146891054971,0.00037864385791386637,0.00011445765756139085,0.02058697967172472,0.018276896067446202,0.025197115021312996
2016-05-24,0.003653191291362101,0.0003786457454133564,0.00011450051026482867,0.020584914522658995,0.018285095135234797,0.025195624866517656
2016-05-25,0.003654883902947381,0.0003786476002897478,0.00011454262231215886,0.020582885067146818,0.018293152492254328,0.02519416046721231
2016-05-26,0.0036565472598299176,0.0003786494231068898,0.00011458400650471434,0.02058089068826915,0.01830107058780045,0.025192721378244718
2016-05-27,0.003658181867641358,0.0003786512144188948,0.00011462467542256924,0.020578930779769643,0.018308851828835793,0.0251913071621566
2016-05-28,0.003659788223273591,0.0003786529747702872,0.00011466464142836051,0.020577004745870337,0.018316498580721402,0.02518991738905066
2016-05-29,0.003661366815030931,0.0003786547046961755,0.00011470391667105402,0.020575112001090575,0.01832401316793647,0.02518855163645986
2016-05-30,0.003662918122777664,0.00037865640472243764,0.00011474251308964643,0.020573251970068988,0.018331397874783995,0.025187209489218994
2016-05-31,0.003664442618083935,0.0003786580753658425,0.00011478044241675957,0.020571424087388632,0.018338654946085803,0.02518589053933855
2016-06-01,0.0036659407643699904,0.00037865971713423735,0.00011481771618225556,0.020569627797405104,0.01834578658786465,0.025184594385880603
2016-06-02,0.0036674130170460117,0.00037866133052669865,0.00011485434571670977,0.020567862554077606,0.018352794968015285,0.025183320634836956
